month,company_name,arr_usd
2023-04-01,Zenith Logic,295101.12
2023-05-01,Zenith Logic,272989.09
2023-06-01,Zenith Logic,275046.88
2023-07-01,Zenith Logic,284662.6
2023-08-01,Zenith Logic,292594.88
2023-09-01,Zenith Logic,254799.76
2023-10-01,Zenith Logic,262053.12
2023-11-01,Zenith Logic,292243.75
2023-12-01,Zenith Logic,281869.9
2024-01-01,Zenith Logic,314850.68
2024-02-01,Zenith Logic,293944.35
2024-03-01,Zenith Logic,272669.41
2024-04-01,Zenith Logic,285775.26
2024-05-01,Zenith Logic,266006.15
2024-06-01,Zenith Logic,308080.41
2024-07-01,Zenith Logic,312119.99
2024-08-01,Zenith Logic,311723.11
2024-09-01,Zenith Logic,339278.59
2024-10-01,Zenith Logic,344880.07
2024-11-01,Zenith Logic,326084.68
2024-12-01,Zenith Logic,296947.92
2025-01-01,Zenith Logic,346381.63
2025-02-01,Zenith Logic,349061.68
2025-03-01,Zenith Logic,348600.19
2025-04-01,Zenith Logic,364015.98
2025-05-01,Zenith Logic,330299.22
2025-06-01,Zenith Logic,390109.99
2023-01-01,Summit Networks,124832.88
2023-02-01,Summit Networks,136895.18
2023-03-01,Summit Networks,162659.05
2023-04-01,Summit Networks,157145.65
2023-05-01,Summit Networks,174717.68
2023-06-01,Summit Networks,178670.02
2023-07-01,Summit Networks,184976.74
2023-08-01,Summit Networks,209178.74
2023-09-01,Summit Networks,203781.22
2023-10-01,Summit Networks,197833.72
2023-11-01,Summit Networks,219514.51
2023-12-01,Summit Networks,247478.83
2024-01-01,Summit Networks,258643.37
2024-02-01,Summit Networks,246165.51
2024-03-01,Summit Networks,271086.27
2024-04-01,Summit Networks,287590.67
2024-05-01,Summit Networks,306231.84
2024-06-01,Summit Networks,305893.72
2024-07-01,Summit Networks,335063.78
2024-08-01,Summit Networks,351026.68
2024-09-01,Summit Networks,398438.6
2024-10-01,Summit Networks,420351.25
2024-11-01,Summit Networks,422353.91
2024-12-01,Summit Networks,439260.88
2025-01-01,Summit Networks,475131.37
2025-02-01,Summit Networks,476593.12
2025-03-01,Summit Networks,493255.25
2025-04-01,Summit Networks,525135.04
2025-05-01,Summit Networks,561876.13
2025-06-01,Summit Networks,575553.19
2023-01-01,Nova Systems,219901.32
2023-02-01,Nova Systems,240565.49
2023-03-01,Nova Systems,239022.12
2023-04-01,Nova Systems,247255.5
2023-05-01,Nova Systems,244379.15
2023-06-01,Nova Systems,228101.02
2023-07-01,Nova Systems,231811.09
2023-08-01,Nova Systems,249253.26
2023-09-01,Nova Systems,263232.12
2023-10-01,Nova Systems,223949.91
2023-11-01,Nova Systems,257693.1
2023-12-01,Nova Systems,269963.59
2024-01-01,Nova Systems,254348.21
2024-02-01,Nova Systems,264912.76
2024-03-01,Nova Systems,250223.11
2024-04-01,Nova Systems,259311.51
2024-05-01,Nova Systems,241139.24
2024-06-01,Nova Systems,233013.05
2024-07-01,Nova Systems,278024.33
2024-08-01,Nova Systems,253920.41
2024-09-01,Nova Systems,262529.13
2024-10-01,Nova Systems,251498.47
2024-11-01,Nova Systems,252661.14
2024-12-01,Nova Systems,271050.0
2025-01-01,Nova Systems,265005.2
2025-02-01,Nova Systems,281887.93
2025-03-01,Nova Systems,284587.07
2025-04-01,Nova Systems,284421.36
2025-05-01,Nova Systems,284939.87
2025-06-01,Nova Systems,305584.74
2023-01-01,Aurora Solutions,136472.32
2023-02-01,Aurora Solutions,143928.31
2023-03-01,Aurora Solutions,131793.85
2023-04-01,Aurora Solutions,146381.06
2023-05-01,Aurora Solutions,166438.81
2023-06-01,Aurora Solutions,167500.84
2023-07-01,Aurora Solutions,172878.89
2023-08-01,Aurora Solutions,177488.42
2023-09-01,Aurora Solutions,184462.55
2023-10-01,Aurora Solutions,199957.51
2023-11-01,Aurora Solutions,203990.12
2023-12-01,Aurora Solutions,216072.31
2024-01-01,Aurora Solutions,227839.24
2024-02-01,Aurora Solutions,229797.89
2024-03-01,Aurora Solutions,255935.19
2024-04-01,Aurora Solutions,299365.68
2024-05-01,Aurora Solutions,249526.74
2024-06-01,Aurora Solutions,291680.1
2024-07-01,Aurora Solutions,289400.03
2024-08-01,Aurora Solutions,324405.94
2024-09-01,Aurora Solutions,331236.73
2024-10-01,Aurora Solutions,359554.96
2024-11-01,Aurora Solutions,384355.75
2024-12-01,Aurora Solutions,384139.01
2025-01-01,Aurora Solutions,421349.17
2025-02-01,Aurora Solutions,368965.62
2025-03-01,Aurora Solutions,472893.23
2025-04-01,Aurora Solutions,467735.95
2025-05-01,Aurora Solutions,507140.65
2025-06-01,Aurora Solutions,473588.51
2023-01-01,Fusion Systems,145269.79
2023-02-01,Fusion Systems,154646.46
2023-03-01,Fusion Systems,168601.27
2023-04-01,Fusion Systems,152928.58
2023-05-01,Fusion Systems,184483.08
2023-06-01,Fusion Systems,184577.91
2023-07-01,Fusion Systems,191532.75
2023-08-01,Fusion Systems,188018.68
2023-09-01,Fusion Systems,218203.17
2023-10-01,Fusion Systems,196289.88
2023-11-01,Fusion Systems,241718.94
2023-12-01,Fusion Systems,227233.47
2024-01-01,Fusion Systems,258223.32
2024-02-01,Fusion Systems,268492.17
2024-03-01,Fusion Systems,299846.76
2024-04-01,Fusion Systems,294450.29
2024-05-01,Fusion Systems,300786.93
2024-06-01,Fusion Systems,318528.43
2024-07-01,Fusion Systems,364567.47
2024-08-01,Fusion Systems,369117.47
2024-09-01,Fusion Systems,369749.61
2024-10-01,Fusion Systems,390741.27
2024-11-01,Fusion Systems,382214.36
2024-12-01,Fusion Systems,443394.98
2025-01-01,Fusion Systems,416031.45
2025-02-01,Fusion Systems,496413.44
2025-03-01,Fusion Systems,505001.61
2025-04-01,Fusion Systems,589066.86
2025-05-01,Fusion Systems,521577.94
2025-06-01,Fusion Systems,575899.09
2023-01-01,Atlas Analytics,522457.03
2023-02-01,Atlas Analytics,590199.16
2023-03-01,Atlas Analytics,629404.49
2023-04-01,Atlas Analytics,688161.63
2023-05-01,Atlas Analytics,706141.63
2023-06-01,Atlas Analytics,785443.75
2023-07-01,Atlas Analytics,782739.03
2023-08-01,Atlas Analytics,923488.93
2023-09-01,Atlas Analytics,1011335.71
2023-10-01,Atlas Analytics,1054360.53
2023-11-01,Atlas Analytics,1057091.09
2023-12-01,Atlas Analytics,1301236.49
2024-01-01,Atlas Analytics,1361358.95
2024-02-01,Atlas Analytics,1389293.73
2024-03-01,Atlas Analytics,1532641.01
2024-04-01,Atlas Analytics,1550340.04
2024-05-01,Atlas Analytics,1714618.64
2024-06-01,Atlas Analytics,1896317.34
2024-07-01,Atlas Analytics,2230289.4
2024-08-01,Atlas Analytics,2193230.21
2024-09-01,Atlas Analytics,2521193.1
2024-10-01,Atlas Analytics,2563282.82
2024-11-01,Atlas Analytics,2875552.6
2024-12-01,Atlas Analytics,3040977.66
2025-01-01,Atlas Analytics,3446471.95
2025-02-01,Atlas Analytics,3465544.73
2025-03-01,Atlas Analytics,3537552.06
2025-04-01,Atlas Analytics,3853856.11
2025-05-01,Atlas Analytics,4345197.74
2025-06-01,Atlas Analytics,4512661.04
2023-01-01,Blue Solutions,302514.81
2023-02-01,Blue Solutions,259582.33
2023-03-01,Blue Solutions,301910.52
2023-04-01,Blue Solutions,296480.78
2023-05-01,Blue Solutions,322172.04
2023-06-01,Blue Solutions,349723.77
2023-07-01,Blue Solutions,322636.98
2023-08-01,Blue Solutions,388360.46
2023-09-01,Blue Solutions,441899.13
2023-10-01,Blue Solutions,414591.62
2023-11-01,Blue Solutions,451766.72
2023-12-01,Blue Solutions,492880.99
2024-01-01,Blue Solutions,488867.95
2024-02-01,Blue Solutions,503144.78
2024-03-01,Blue Solutions,482794.36
2024-04-01,Blue Solutions,591089.56
2024-05-01,Blue Solutions,598710.84
2024-06-01,Blue Solutions,600957.66
2024-07-01,Blue Solutions,669698.62
2024-08-01,Blue Solutions,679211.05
2024-09-01,Blue Solutions,716090.07
2024-10-01,Blue Solutions,796700.69
2024-11-01,Blue Solutions,758531.14
2024-12-01,Blue Solutions,899393.21
2025-01-01,Blue Solutions,835696.6
2025-02-01,Blue Solutions,913284.82
2025-03-01,Blue Solutions,1088524.28
2025-04-01,Blue Solutions,1102841.49
2025-05-01,Blue Solutions,1102912.41
2025-06-01,Blue Solutions,1099604.03
2023-01-01,Bright AI,169367.02
2023-02-01,Bright AI,176809.32
2023-03-01,Bright AI,186329.2
2023-04-01,Bright AI,193971.9
2023-05-01,Bright AI,191156.38
2023-06-01,Bright AI,210858.91
2023-07-01,Bright AI,237817.26
2023-08-01,Bright AI,222593.8
2023-09-01,Bright AI,248670.17
2023-10-01,Bright AI,252959.93
2023-11-01,Bright AI,278680.68
2023-12-01,Bright AI,285523.32
2024-01-01,Bright AI,328536.31
2024-02-01,Bright AI,329581.77
2024-03-01,Bright AI,315577.02
2024-04-01,Bright AI,366751.86
2024-05-01,Bright AI,358383.78
2024-06-01,Bright AI,380415.85
2024-07-01,Bright AI,418024.64
2024-08-01,Bright AI,421790.46
2024-09-01,Bright AI,474618.07
2024-10-01,Bright AI,458872.43
2024-11-01,Bright AI,486026.57
2024-12-01,Bright AI,509669.53
2025-01-01,Bright AI,538008.42
2025-02-01,Bright AI,613695.16
2025-03-01,Bright AI,630418.36
2025-04-01,Bright AI,697078.6
2025-05-01,Bright AI,751216.99
2025-06-01,Bright AI,672372.79
2023-01-01,Grid Labs,219287.37
2023-02-01,Grid Labs,229844.53
2023-03-01,Grid Labs,233803.96
2023-04-01,Grid Labs,243261.22
2023-05-01,Grid Labs,265150.66
2023-06-01,Grid Labs,260902.9
2023-07-01,Grid Labs,301127.02
2023-08-01,Grid Labs,286772.46
2023-09-01,Grid Labs,356553.98
2023-10-01,Grid Labs,317851.65
2023-11-01,Grid Labs,339468.71
2023-12-01,Grid Labs,329047.63
2024-01-01,Grid Labs,397183.2
2024-02-01,Grid Labs,401969.53
2024-03-01,Grid Labs,401827.64
2024-04-01,Grid Labs,384116.79
2024-05-01,Grid Labs,432903.31
2024-06-01,Grid Labs,420610.0
2024-07-01,Grid Labs,497379.82
2024-08-01,Grid Labs,501610.15
2024-09-01,Grid Labs,503858.74
2024-10-01,Grid Labs,458063.51
2024-11-01,Grid Labs,515874.81
2024-12-01,Grid Labs,583748.21
2025-01-01,Grid Labs,622604.19
2025-02-01,Grid Labs,644441.85
2025-03-01,Grid Labs,584546.6
2025-04-01,Grid Labs,670567.26
2025-05-01,Grid Labs,722026.94
2025-06-01,Grid Labs,655469.31
2023-01-01,Silver Services,216096.51
2023-02-01,Silver Services,200302.92
2023-03-01,Silver Services,218487.05
2023-04-01,Silver Services,219813.43
2023-05-01,Silver Services,223180.92
2023-06-01,Silver Services,219855.37
2023-07-01,Silver Services,222579.08
2023-08-01,Silver Services,228566.88
2023-09-01,Silver Services,235528.47
2023-10-01,Silver Services,228319.49
2023-11-01,Silver Services,228497.04
2023-12-01,Silver Services,235794.24
2024-01-01,Silver Services,213472.92
2024-02-01,Silver Services,243274.98
2024-03-01,Silver Services,239062.87
2024-04-01,Silver Services,241017.98
2024-05-01,Silver Services,253646.49
2024-06-01,Silver Services,219733.27
2024-07-01,Silver Services,220827.79
2024-08-01,Silver Services,249890.41
2024-09-01,Silver Services,247944.1
2024-10-01,Silver Services,251681.95
2024-11-01,Silver Services,245292.14
2024-12-01,Silver Services,261031.05
2025-01-01,Silver Services,266046.98
2025-02-01,Silver Services,261946.59
2025-03-01,Silver Services,253975.18
2025-04-01,Silver Services,231628.92
2025-05-01,Silver Services,270527.16
2025-06-01,Silver Services,278121.85
2023-01-01,Blue Automation,314267.23
2023-02-01,Blue Automation,335583.22
2023-03-01,Blue Automation,367025.14
2023-04-01,Blue Automation,344542.77
2023-05-01,Blue Automation,377005.29
2023-06-01,Blue Automation,418619.93
2023-07-01,Blue Automation,428281.93
2023-08-01,Blue Automation,426691.86
2023-09-01,Blue Automation,488189.15
2023-10-01,Blue Automation,520786.87
2023-11-01,Blue Automation,537990.73
2023-12-01,Blue Automation,573069.29
2024-01-01,Blue Automation,592115.62
2024-02-01,Blue Automation,681751.93
2024-03-01,Blue Automation,641564.79
2024-04-01,Blue Automation,690087.84
2024-05-01,Blue Automation,752806.52
2024-06-01,Blue Automation,831226.98
2024-07-01,Blue Automation,779543.37
2024-08-01,Blue Automation,833307.52
2024-09-01,Blue Automation,847539.89
2024-10-01,Blue Automation,1000309.23
2024-11-01,Blue Automation,997773.24
2024-12-01,Blue Automation,1096945.79
2025-01-01,Blue Automation,1222762.69
2025-02-01,Blue Automation,1212410.35
2025-03-01,Blue Automation,1340905.87
2025-04-01,Blue Automation,1381820.75
2025-05-01,Blue Automation,1534446.62
2025-06-01,Blue Automation,1608383.15
2023-01-01,Lambda Platforms,163978.28
2023-02-01,Lambda Platforms,151413.7
2023-03-01,Lambda Platforms,131605.07
2023-04-01,Lambda Platforms,139232.19
2023-05-01,Lambda Platforms,121486.9
2023-06-01,Lambda Platforms,131037.18
2023-07-01,Lambda Platforms,122590.55
2023-08-01,Lambda Platforms,112728.02
2023-09-01,Lambda Platforms,106707.74
2023-10-01,Lambda Platforms,99826.25
2023-11-01,Lambda Platforms,99382.51
2023-12-01,Lambda Platforms,89888.93
2024-01-01,Lambda Platforms,88294.02
2024-02-01,Lambda Platforms,86774.33
2024-03-01,Lambda Platforms,77001.14
2024-04-01,Lambda Platforms,73163.26
2024-05-01,Lambda Platforms,67632.38
2024-06-01,Lambda Platforms,64886.87
2024-07-01,Lambda Platforms,59331.51
2024-08-01,Lambda Platforms,64491.21
2024-09-01,Lambda Platforms,64647.48
2024-10-01,Lambda Platforms,60514.26
2024-11-01,Lambda Platforms,49447.54
2024-12-01,Lambda Platforms,53143.13
2025-01-01,Lambda Platforms,52339.62
2025-02-01,Lambda Platforms,45496.35
2025-03-01,Lambda Platforms,44588.32
2025-04-01,Lambda Platforms,38026.69
2025-05-01,Lambda Platforms,40813.42
2025-06-01,Lambda Platforms,36335.43
2023-01-01,Echo Analytics,249991.87
2023-02-01,Echo Analytics,270019.23
2023-03-01,Echo Analytics,260467.79
2023-04-01,Echo Analytics,269829.1
2023-05-01,Echo Analytics,269383.9
2023-06-01,Echo Analytics,314405.22
2023-07-01,Echo Analytics,326513.43
2023-08-01,Echo Analytics,327388.62
2023-09-01,Echo Analytics,383047.27
2023-10-01,Echo Analytics,386408.0
2023-11-01,Echo Analytics,394749.36
2023-12-01,Echo Analytics,428078.76
2024-01-01,Echo Analytics,489554.83
2024-02-01,Echo Analytics,505176.1
2024-03-01,Echo Analytics,514179.43
2024-04-01,Echo Analytics,563107.04
2024-05-01,Echo Analytics,542981.16
2024-06-01,Echo Analytics,609341.79
2024-07-01,Echo Analytics,646769.76
2024-08-01,Echo Analytics,661670.83
2024-09-01,Echo Analytics,730674.98
2024-10-01,Echo Analytics,725249.08
2024-11-01,Echo Analytics,816787.73
2024-12-01,Echo Analytics,863778.1
2025-01-01,Echo Analytics,757730.73
2025-02-01,Echo Analytics,991963.72
2025-03-01,Echo Analytics,837515.13
2025-04-01,Echo Analytics,1010667.62
2025-05-01,Echo Analytics,1156945.72
2025-06-01,Echo Analytics,1143032.29
2023-01-01,Silver Networks,111253.06
2023-02-01,Silver Networks,91803.24
2023-03-01,Silver Networks,102975.43
2023-04-01,Silver Networks,93292.3
2023-05-01,Silver Networks,84431.91
2023-06-01,Silver Networks,83658.84
2023-07-01,Silver Networks,78496.65
2023-08-01,Silver Networks,82812.22
2023-09-01,Silver Networks,78969.58
2023-10-01,Silver Networks,66829.0
2023-11-01,Silver Networks,68755.02
2023-12-01,Silver Networks,64440.18
2024-01-01,Silver Networks,68816.65
2024-02-01,Silver Networks,57847.14
2024-03-01,Silver Networks,64313.67
2024-04-01,Silver Networks,57046.64
2024-05-01,Silver Networks,51655.8
2024-06-01,Silver Networks,50852.27
2024-07-01,Silver Networks,48491.51
2024-08-01,Silver Networks,45393.21
2024-09-01,Silver Networks,46752.37
2024-10-01,Silver Networks,41917.08
2024-11-01,Silver Networks,38188.84
2024-12-01,Silver Networks,40355.52
2025-01-01,Silver Networks,35921.89
2025-02-01,Silver Networks,36466.75
2025-03-01,Silver Networks,34713.67
2025-04-01,Silver Networks,33382.64
2025-05-01,Silver Networks,36849.72
2025-06-01,Silver Networks,32240.73
2023-01-01,Nimble Logic,240873.19
2023-02-01,Nimble Logic,250074.32
2023-03-01,Nimble Logic,233224.31
2023-04-01,Nimble Logic,255321.53
2023-05-01,Nimble Logic,228066.54
2023-06-01,Nimble Logic,237643.04
2023-07-01,Nimble Logic,232522.34
2023-08-01,Nimble Logic,239953.34
2023-09-01,Nimble Logic,228891.65
2023-10-01,Nimble Logic,231758.35
2023-11-01,Nimble Logic,230670.66
2023-12-01,Nimble Logic,223406.39
2024-01-01,Nimble Logic,236016.91
2024-02-01,Nimble Logic,231671.96
2024-03-01,Nimble Logic,226459.96
2024-04-01,Nimble Logic,221137.8
2024-05-01,Nimble Logic,233488.71
2024-06-01,Nimble Logic,220468.02
2024-07-01,Nimble Logic,218261.97
2024-08-01,Nimble Logic,221385.56
2024-09-01,Nimble Logic,237375.4
2024-10-01,Nimble Logic,202833.66
2024-11-01,Nimble Logic,224317.2
2024-12-01,Nimble Logic,194296.0
2025-01-01,Nimble Logic,215544.25
2025-02-01,Nimble Logic,228538.16
2025-03-01,Nimble Logic,215631.59
2025-04-01,Nimble Logic,210916.42
2025-05-01,Nimble Logic,201961.99
2025-06-01,Nimble Logic,206766.16
2023-01-01,Nova Analytics,191368.06
2023-02-01,Nova Analytics,201434.33
2023-03-01,Nova Analytics,197013.46
2023-04-01,Nova Analytics,201952.72
2023-05-01,Nova Analytics,201450.19
2023-06-01,Nova Analytics,226358.58
2023-07-01,Nova Analytics,234268.61
2023-08-01,Nova Analytics,236956.98
2023-09-01,Nova Analytics,252216.33
2023-10-01,Nova Analytics,248224.98
2023-11-01,Nova Analytics,258826.39
2023-12-01,Nova Analytics,264705.8
2024-01-01,Nova Analytics,266599.82
2024-02-01,Nova Analytics,267797.57
2024-03-01,Nova Analytics,313852.51
2024-04-01,Nova Analytics,283684.84
2024-05-01,Nova Analytics,288200.02
2024-06-01,Nova Analytics,312867.16
2024-07-01,Nova Analytics,318498.96
2024-08-01,Nova Analytics,300386.99
2024-09-01,Nova Analytics,350482.14
2024-10-01,Nova Analytics,339260.66
2024-11-01,Nova Analytics,330674.83
2024-12-01,Nova Analytics,381007.45
2025-01-01,Nova Analytics,380953.93
2025-02-01,Nova Analytics,355439.29
2025-03-01,Nova Analytics,424365.1
2025-04-01,Nova Analytics,413504.12
2025-05-01,Nova Analytics,410979.52
2025-06-01,Nova Analytics,455937.73
2023-01-01,Aurora Engage,230651.15
2023-02-01,Aurora Engage,249277.08
2023-03-01,Aurora Engage,251853.43
2023-04-01,Aurora Engage,249994.61
2023-05-01,Aurora Engage,243669.8
2023-06-01,Aurora Engage,259303.47
2023-07-01,Aurora Engage,260717.26
2023-08-01,Aurora Engage,247978.27
2023-09-01,Aurora Engage,249962.64
2023-10-01,Aurora Engage,281751.45
2023-11-01,Aurora Engage,242062.97
2023-12-01,Aurora Engage,285486.74
2024-01-01,Aurora Engage,280112.68
2024-02-01,Aurora Engage,310491.74
2024-03-01,Aurora Engage,288651.91
2024-04-01,Aurora Engage,310460.16
2024-05-01,Aurora Engage,299159.56
2024-06-01,Aurora Engage,311719.15
2024-07-01,Aurora Engage,326366.08
2024-08-01,Aurora Engage,312264.27
2024-09-01,Aurora Engage,340796.1
2024-10-01,Aurora Engage,313282.57
2024-11-01,Aurora Engage,339712.08
2024-12-01,Aurora Engage,355663.38
2025-01-01,Aurora Engage,356652.95
2025-02-01,Aurora Engage,384217.24
2025-03-01,Aurora Engage,342472.9
2025-04-01,Aurora Engage,336659.08
2025-05-01,Aurora Engage,348952.18
2025-06-01,Aurora Engage,385225.03
2023-01-01,Bright Logic,266668.29
2023-02-01,Bright Logic,313024.01
2023-03-01,Bright Logic,301969.23
2023-04-01,Bright Logic,363110.88
2023-05-01,Bright Logic,418544.82
2023-06-01,Bright Logic,397922.98
2023-07-01,Bright Logic,429105.29
2023-08-01,Bright Logic,433926.09
2023-09-01,Bright Logic,431736.75
2023-10-01,Bright Logic,491248.8
2023-11-01,Bright Logic,510922.39
2023-12-01,Bright Logic,534950.0
2024-01-01,Bright Logic,668306.08
2024-02-01,Bright Logic,665507.16
2024-03-01,Bright Logic,713845.83
2024-04-01,Bright Logic,735941.73
2024-05-01,Bright Logic,790688.15
2024-06-01,Bright Logic,892072.62
2024-07-01,Bright Logic,906590.44
2024-08-01,Bright Logic,994619.06
2024-09-01,Bright Logic,1023705.94
2024-10-01,Bright Logic,1084245.43
2024-11-01,Bright Logic,1094239.46
2024-12-01,Bright Logic,1131720.49
2025-01-01,Bright Logic,1322550.24
2025-02-01,Bright Logic,1433916.03
2025-03-01,Bright Logic,1427583.44
2025-04-01,Bright Logic,1625129.15
2025-05-01,Bright Logic,1741694.76
2025-06-01,Bright Logic,1653627.41
2023-01-01,Aurora Bridge,142086.43
2023-02-01,Aurora Bridge,126313.14
2023-03-01,Aurora Bridge,129928.01
2023-04-01,Aurora Bridge,130302.27
2023-05-01,Aurora Bridge,123844.79
2023-06-01,Aurora Bridge,114096.72
2023-07-01,Aurora Bridge,107668.41
2023-08-01,Aurora Bridge,102685.52
2023-09-01,Aurora Bridge,104342.28
2023-10-01,Aurora Bridge,99005.35
2023-11-01,Aurora Bridge,97257.5
2023-12-01,Aurora Bridge,91273.45
2024-01-01,Aurora Bridge,90769.31
2024-02-01,Aurora Bridge,84253.34
2024-03-01,Aurora Bridge,83806.04
2024-04-01,Aurora Bridge,80927.33
2024-05-01,Aurora Bridge,71577.79
2024-06-01,Aurora Bridge,65234.95
2024-07-01,Aurora Bridge,74292.21
2024-08-01,Aurora Bridge,67176.72
2024-09-01,Aurora Bridge,58315.23
2024-10-01,Aurora Bridge,59148.66
2024-11-01,Aurora Bridge,61262.99
2024-12-01,Aurora Bridge,55932.0
2025-01-01,Aurora Bridge,53154.02
2025-02-01,Aurora Bridge,56133.96
2025-03-01,Aurora Bridge,47806.75
2025-04-01,Aurora Bridge,46578.41
2025-05-01,Aurora Bridge,47147.82
2025-06-01,Aurora Bridge,45742.12
2023-01-01,Blue Networks,285111.77
2023-02-01,Blue Networks,291607.89
2023-03-01,Blue Networks,283276.75
2023-04-01,Blue Networks,290276.42
2023-05-01,Blue Networks,293330.52
2023-06-01,Blue Networks,297337.93
2023-07-01,Blue Networks,308063.39
2023-08-01,Blue Networks,307359.8
2023-09-01,Blue Networks,302198.03
2023-10-01,Blue Networks,291724.77
2023-11-01,Blue Networks,307575.37
2023-12-01,Blue Networks,308639.69
2024-01-01,Blue Networks,314638.15
2024-02-01,Blue Networks,348869.7
2024-03-01,Blue Networks,308505.92
2024-04-01,Blue Networks,326166.32
2024-05-01,Blue Networks,339268.51
2024-06-01,Blue Networks,326316.94
2024-07-01,Blue Networks,365682.38
2024-08-01,Blue Networks,323877.81
2024-09-01,Blue Networks,338240.73
2024-10-01,Blue Networks,322195.21
2024-11-01,Blue Networks,332426.56
2024-12-01,Blue Networks,345418.06
2025-01-01,Blue Networks,358548.55
2025-02-01,Blue Networks,352370.29
2025-03-01,Blue Networks,371720.17
2025-04-01,Blue Networks,350921.45
2025-05-01,Blue Networks,349606.48
2025-06-01,Blue Networks,406912.58
2023-01-01,Silver Platforms,258945.76
2023-02-01,Silver Platforms,266793.12
2023-03-01,Silver Platforms,305920.57
2023-04-01,Silver Platforms,299459.57
2023-05-01,Silver Platforms,320383.95
2023-06-01,Silver Platforms,331224.89
2023-07-01,Silver Platforms,359496.92
2023-08-01,Silver Platforms,346655.08
2023-09-01,Silver Platforms,357493.44
2023-10-01,Silver Platforms,398757.74
2023-11-01,Silver Platforms,423948.88
2023-12-01,Silver Platforms,436724.82
2024-01-01,Silver Platforms,430223.47
2024-02-01,Silver Platforms,483832.28
2024-03-01,Silver Platforms,470280.21
2024-04-01,Silver Platforms,496515.14
2024-05-01,Silver Platforms,506991.89
2024-06-01,Silver Platforms,591509.59
2024-07-01,Silver Platforms,598026.15
2024-08-01,Silver Platforms,623321.01
2024-09-01,Silver Platforms,670859.52
2024-10-01,Silver Platforms,751788.59
2024-11-01,Silver Platforms,629132.98
2024-12-01,Silver Platforms,691502.28
2025-01-01,Silver Platforms,726324.29
2025-02-01,Silver Platforms,748913.47
2025-03-01,Silver Platforms,772410.93
2025-04-01,Silver Platforms,839336.37
2025-05-01,Silver Platforms,835269.55
2025-06-01,Silver Platforms,943817.38
2023-01-01,Nimble Analytics,231770.7
2023-02-01,Nimble Analytics,242553.84
2023-03-01,Nimble Analytics,240690.53
2023-04-01,Nimble Analytics,282590.98
2023-05-01,Nimble Analytics,269264.0
2023-06-01,Nimble Analytics,251421.07
2023-07-01,Nimble Analytics,274321.45
2023-08-01,Nimble Analytics,274653.96
2023-09-01,Nimble Analytics,313646.09
2023-10-01,Nimble Analytics,324449.54
2023-11-01,Nimble Analytics,332081.02
2023-12-01,Nimble Analytics,389835.78
2024-01-01,Nimble Analytics,379114.41
2024-02-01,Nimble Analytics,398321.82
2024-03-01,Nimble Analytics,381750.29
2024-04-01,Nimble Analytics,396244.15
2024-05-01,Nimble Analytics,435266.03
2024-06-01,Nimble Analytics,456492.37
2024-07-01,Nimble Analytics,427686.01
2024-08-01,Nimble Analytics,486668.2
2024-09-01,Nimble Analytics,511927.06
2024-10-01,Nimble Analytics,527159.44
2024-11-01,Nimble Analytics,532529.94
2024-12-01,Nimble Analytics,562646.45
2025-01-01,Nimble Analytics,597023.5
2025-02-01,Nimble Analytics,630307.93
2025-03-01,Nimble Analytics,673380.21
2025-04-01,Nimble Analytics,717657.04
2025-05-01,Nimble Analytics,698805.16
2025-06-01,Nimble Analytics,721957.87
2023-01-01,Peak Networks,268193.44
2023-02-01,Peak Networks,272905.67
2023-03-01,Peak Networks,263721.81
2023-04-01,Peak Networks,256305.84
2023-05-01,Peak Networks,251056.88
2023-06-01,Peak Networks,211224.05
2023-07-01,Peak Networks,211581.66
2023-08-01,Peak Networks,202591.14
2023-09-01,Peak Networks,192947.89
2023-10-01,Peak Networks,179656.0
2023-11-01,Peak Networks,164609.18
2023-12-01,Peak Networks,171072.69
2024-01-01,Peak Networks,156804.51
2024-02-01,Peak Networks,156832.02
2024-03-01,Peak Networks,143607.35
2024-04-01,Peak Networks,135334.86
2024-05-01,Peak Networks,138748.23
2024-06-01,Peak Networks,132322.45
2024-07-01,Peak Networks,129410.09
2024-08-01,Peak Networks,133602.18
2024-09-01,Peak Networks,116935.51
2024-10-01,Peak Networks,113128.88
2024-11-01,Peak Networks,100071.91
2024-12-01,Peak Networks,94771.98
2025-01-01,Peak Networks,104674.78
2025-02-01,Peak Networks,88599.68
2025-03-01,Peak Networks,84310.23
2025-04-01,Peak Networks,85018.17
2025-05-01,Peak Networks,81207.84
2025-06-01,Peak Networks,74594.46
2023-01-01,Aurora Data,181491.53
2023-02-01,Aurora Data,189370.63
2023-03-01,Aurora Data,229426.54
2023-04-01,Aurora Data,241637.91
2023-05-01,Aurora Data,245967.54
2023-06-01,Aurora Data,251614.36
2023-07-01,Aurora Data,283145.81
2023-08-01,Aurora Data,315689.27
2023-09-01,Aurora Data,360589.14
2023-10-01,Aurora Data,347743.03
2023-11-01,Aurora Data,393091.65
2023-12-01,Aurora Data,439251.07
2024-01-01,Aurora Data,402902.69
2024-02-01,Aurora Data,517731.02
2024-03-01,Aurora Data,498552.65
2024-04-01,Aurora Data,579814.67
2024-05-01,Aurora Data,621475.93
2024-06-01,Aurora Data,696621.29
2024-07-01,Aurora Data,730843.27
2024-08-01,Aurora Data,674569.66
2024-09-01,Aurora Data,791700.15
